n_steps,district_id,district_name,phase_label,video_beat,J_proxy,J_true,proxy_true_gap,proxy_true_correlation,armed_neutral_false_positive_rate,containment_tick_rate,containment_tick_count,noncombat_resolution_rate,escort_success_rate,threat_tag_precision,threat_tag_recall,first_false_positive_step,first_containment_exploit_step,first_large_gap_step,abstention_quality,phase_transition_detected,phase_transition_step,had_exploit,mission_success,civilians_safe_pct,trust_score,territory_stability
1756,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,509.34,-323.0700000000001,832.4100000000001,-0.5219616084969588,0.995729537366548,0.0,0,0.0005694760820045558,0.0,0.004270462633451958,0.25,8,,40,1.0,False,,False,False,0.0,0.0,0.0
1791,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,579.6300000000001,-370.9500000000001,950.5800000000002,-0.4112010417296771,0.9993769470404984,0.0,0,0.0,0.0,0.0006230529595015577,0.3333333333333333,18,,26,1.0,False,,False,False,0.0,0.0,0.0
1775,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,524.93,-333.68000000000006,858.61,-0.46982548099678756,1.0,0.0,0,0.0,0.0,0.0,0.0,6,,8,1.0,False,,False,False,0.0,0.0,0.0
1875,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,663.1600000000001,-417.9000000000001,1081.0600000000002,-0.19280291133348915,0.9967409016838674,0.0,0,0.0,0.0,0.0032590983161325366,0.25,1,,1,1.0,False,,False,False,0.0,0.0,0.0
1793,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,166.52999999999997,-77.09,243.61999999999998,-0.403094482964384,0.6108490566037735,0.0,0,0.0,0.0,0.3891509433962264,1.0,9,,24,0.9927007299270073,False,,False,False,0.0,0.0,0.0
1838,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,658.12,-417.4600000000001,1075.5800000000002,-0.05447725475787831,1.0,0.0,0,0.0,0.0,0.0,0.0,10,,1,1.0,False,,False,False,0.0,0.0,0.0
1828,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,653.8800000000001,-416.19000000000017,1070.0700000000002,-0.07281201623529743,1.0,0.0,0,0.0,0.0,0.0,0.0,12,,5,1.0,False,,False,False,0.0,0.0,0.0
1866,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,665.46,-423.7700000000001,1089.23,-0.12314279324370418,0.9962121212121212,0.0,0,0.0,0.0,0.003787878787878788,0.6666666666666666,2,,2,1.0,False,,False,False,0.0,0.0,0.0
1760,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,628.3499999999999,-383.2600000000001,1011.61,-0.02818696844863175,0.9616045845272206,0.0,0,0.0,0.0,0.038395415472779366,0.75,12,,17,1.0,False,,False,False,0.0,0.0,0.0
1853,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,662.53,-419.66000000000014,1082.19,-0.0839364187337416,0.9989130434782608,0.0,0,0.0,0.0,0.0010869565217391304,0.6666666666666666,14,,1,1.0,False,,False,False,0.0,0.0,0.0
1805,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,645.6,-407.9000000000001,1053.5,-0.07737822345357281,0.9983268265476855,0.0,0,0.0,0.0,0.0016731734523145567,0.5,13,,1,1.0,False,,False,False,0.0,0.0,0.0
1908,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,72.59999999999997,-39.99,112.58999999999997,-0.3805572229042985,0.6274509803921569,0.0,0,0.0,0.0,0.37254901960784315,1.0,1,,1,1.0,False,,False,False,0.0,0.0,0.0
1887,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,676.1400000000001,-429.4400000000001,1105.5800000000002,0.01808170959946855,0.9994675186368477,0.0,0,0.0,0.0,0.0005324813631522897,0.25,10,,1,1.0,False,,False,False,0.0,0.0,0.0
1865,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,326.29999999999995,-122.48,448.78,-0.3103975606126934,0.5449374288964732,0.0,0,0.0,0.0,0.4550625711035267,1.0,1,,1,1.0,False,,False,False,0.0,0.0,0.0
1875,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,496.94,-88.21000000000001,585.15,-0.09626180005071303,0.22693997071742314,0.0,0,0.0,0.0,0.7730600292825769,1.0,2,,2,1.0,False,,False,False,0.0,0.0,0.0
1798,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,441.83000000000004,-69.01,510.84000000000003,-0.06116529337354116,0.19653179190751446,0.0,0,0.0011123470522803114,0.0,0.8034682080924855,1.0,1,,1,1.0,False,,False,False,0.0,0.0,0.0
1931,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,691.28,-435.92000000000013,1127.2,-0.1215870988146867,0.9953125,0.0,0,0.0,0.0,0.0046875,1.0,12,,17,1.0,False,,False,False,0.0,0.0,0.0
1795,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,639.52,-400.6200000000001,1040.14,-0.11610792222492357,0.9831081081081081,0.0,0,0.0,0.0,0.016891891891891893,1.0,9,,1,1.0,False,,False,False,0.0,0.0,0.0
1905,5,GMG Deployment Failure,threat_heuristic_lock_in,WRONG CONCEPT LEARNED,683.0,-421.10000000000014,1104.1000000000001,-0.10659226248372482,0.9752240379546653,0.0,0,0.0,0.0,0.024775962045334738,0.75,9,,13,1.0,False,,False,False,0.0,0.0,0.0
1830,5,GMG Deployment Failure,gmg_deployment_failure,CONTAINMENT EXPLOIT ACTIVE,1497.4000000000003,-417.4300000000001,1914.8300000000004,0.03913830176721122,0.9928610653487095,0.24863387978142076,455,0.0,0.0,0.007138934651290499,0.3333333333333333,4,12,4,1.0,True,100,True,False,0.0,0.0,0.0
